"","level","success","success_rate","offered","id","rank","tf","idf","level1","level2","psuccess","lemmaTF","bucket","model_prediction","model_correct","age"
"921",1,0,56.52173913,23,9610,616,690,0.957446809,1,1,90.90909091,2539630,5,1,0,12.8791321918071
"922",2,0,60,5,12787,1258,31,0.361702128,3,2,72.72727273,804701,4,1,0,12.8791321918071
"923",2,0,36,25,12623,2536,64,0.425531915,2,2,81.81818182,357207,7,1,0,12.8791321918071
"924",2,1,36,25,12623,2536,64,0.425531915,2,2,81.81818182,357207,7,1,1,12.8791321918071
"925",2,0,56.52173913,23,12444,707,130,0.553191489,1,2,90.90909091,622559,5,1,0,12.8791321918071
"926",2,1,40.90909091,22,9605,230,41,0.574468085,2,2,81.81818182,5772941,6,1,1,12.8791321918071
"927",2,1,57.14285714,7,9560,1422,28,0.404255319,3,2,72.72727273,1041747,5,1,1,12.8791321918071
"928",1,1,28,25,16211,373,0,0,2,1,81.81818182,180462,8,1,1,12.8791321918071
"929",2,0,25,8,12818,7209,49,0.340425532,3,2,72.72727273,450894,8,1,0,12.8791321918071
"930",2,0,28.57142857,7,10866,3236,15,0.191489362,5,2,54.54545455,356669,8,1,0,12.8791321918071
"931",1,0,37.5,8,16841,1742,1,0.021276596,5,1,54.54545455,41999,7,1,0,12.8791321918071
"932",1,1,60,5,11555,1909,17,0.255319149,4,1,63.63636364,711799,4,1,1,12.8791321918071
"933",1,0,25,4,14131,38178,12,0.14893617,6,1,45.45454545,2286,8,0,1,12.8791321918071
"934",2,1,55.55555556,9,16926,1757,3,0.042553191,4,2,63.63636364,243101,5,1,1,12.8791321918071
"935",2,0,50,12,12866,2242,23,0.340425532,3,2,72.72727273,592075,5,1,0,12.8791321918071
"936",2,0,0,9,16493,940,1,0.021276596,7,2,36.36363636,186928,10,0,1,12.8791321918071
"937",2,0,0,3,17917,12584,1,0.021276596,6,2,45.45454545,45327,10,0,1,12.8791321918071
"938",2,0,66.66666667,6,13492,143,14,0.212765957,5,2,54.54545455,2266532,4,1,0,12.8791321918071
"939",1,1,50,8,11311,387,28,0.340425532,3,1,72.72727273,3130513,5,1,1,12.8791321918071
"940",10,1,0,7,12108,7856,9,0.063829787,9,10,18.18181818,37659,10,0,0,12.8791321918071
"941",4,1,44.44444444,9,12129,32263,0,0,11,4,0,3811,6,0,0,12.8791321918071
"942",1,1,50,10,12900,3718,31,0.319148936,3,1,72.72727273,102566,5,1,1,12.8572289057666
"943",2,1,25,4,11081,3038,10,0.191489362,6,2,45.45454545,311688,8,0,0,12.8572289057666
"944",1,1,76.92307692,26,10037,696,316,0.829787234,1,1,90.90909091,1162727,3,1,1,12.8572289057666
"945",1,0,0,5,17574,3510,1,0.021276596,3,1,72.72727273,83988,10,1,0,12.8572289057666
"946",1,0,31.81818182,22,10135,2018,141,0.70212766,1,1,90.90909091,606928,7,1,0,12.8572289057666
"947",1,1,55.55555556,9,14418,464,11,0.127659574,6,1,45.45454545,1283343,5,0,0,12.8572289057666
"948",2,0,50,18,12482,341,59,0.531914894,2,2,81.81818182,3044778,5,1,0,12.8572289057666
"949",1,0,38.0952381,21,12494,1252,115,0.510638298,2,1,81.81818182,281500,7,1,0,12.8572289057666
"950",2,0,50,24,16715,1349,1,0.021276596,2,2,81.81818182,78822,5,1,0,12.8572289057666
"951",2,1,60,30,12549,12627,40,0.489361702,2,2,81.81818182,889068,4,1,1,12.8572289057666
"952",1,0,26.08695652,23,16884,5765,0,0,1,1,90.90909091,71076,8,1,0,12.8572289057666
"953",2,1,50,8,11301,9116,42,0.255319149,3,2,72.72727273,437801,5,1,1,12.8572289057666
"954",2,0,28.57142857,7,13578,5274,36,0.191489362,4,2,63.63636364,126564,8,1,0,12.8572289057666
"955",1,1,66.66666667,3,13818,856,17,0.170212766,5,1,54.54545455,637313,4,1,1,12.8572289057666
"956",1,0,50,6,13018,4808,23,0.29787234,4,1,63.63636364,199185,5,1,0,12.8572289057666
"957",1,1,20,10,14170,2437,10,0.14893617,6,1,45.45454545,404216,8,0,0,12.8572289057666
"958",1,1,58.33333333,36,12269,7872,120,0.765957447,1,1,90.90909091,168059,5,1,1,12.8572289057666
"959",1,1,40,5,13790,6977,22,0.170212766,4,1,63.63636364,86166,6,1,1,12.8572289057666
"960",2,0,75,4,17668,3776,0,0,9,2,18.18181818,34364,3,0,1,12.8572289057666
"961",2,0,50,8,12872,528,22,0.340425532,3,2,72.72727273,1579288,5,1,0,12.8572289057666
"962",1,1,42.85714286,7,16333,671,1,0.021276596,5,1,54.54545455,364220,6,1,1,12.8572289057666
"963",2,1,72.72727273,11,9648,1380,23,0.319148936,3,2,72.72727273,957556,3,1,1,12.8572289057666
"964",1,0,16.66666667,6,12697,857,36,0.404255319,3,1,72.72727273,1833444,9,1,0,12.8572289057666
"965",2,1,57.14285714,7,11048,4136,13,0.191489362,5,2,54.54545455,51065,5,1,1,12.8572289057666
"966",2,0,33.33333333,36,11395,3165,276,0.29787234,1,2,90.90909091,369730,7,1,0,12.8572289057666
"967",1,0,62.5,8,16197,349,0,0,3,1,72.72727273,1070296,4,1,0,12.8572289057666
"968",1,1,50,6,11870,1580,14,0.127659574,6,1,45.45454545,920168,5,0,0,12.8572289057666
"969",1,1,71.42857143,7,10893,4690,27,0.340425532,3,1,72.72727273,624980,3,1,1,12.8572289057666
"970",1,0,50,10,12900,3718,31,0.319148936,3,1,72.72727273,102566,5,1,0,33.9884241133276
"971",1,1,25,20,12479,9846,66,0.531914894,2,1,81.81818182,49316,8,1,1,33.9884241133276
"972",1,1,71.42857143,14,10828,83,656,0.978723404,1,1,90.90909091,19551744,3,1,1,33.9884241133276
"973",3,0,26.66666667,30,12538,3551,56,0.489361702,2,3,81.81818182,313666,8,1,0,33.9884241133276
"974",1,0,58.33333333,24,10476,653,505,0.829787234,1,1,90.90909091,1823877,5,1,0,33.9884241133276
"975",1,1,58.33333333,24,10476,653,505,0.829787234,1,1,90.90909091,1823877,5,1,1,34.004851577858
"976",1,1,58.33333333,24,10476,653,505,0.829787234,1,1,90.90909091,1823877,5,1,1,34.004851577858
"977",1,1,25.92592593,27,10210,3873,272,0.29787234,1,1,90.90909091,205660,8,1,1,33.9884241133276
"978",2,1,78.125,32,10458,4387,76,0.595744681,2,2,81.81818182,1094920,3,1,1,33.9884241133276
"979",1,1,34.7826087,23,17119,2233,2,0.042553191,1,1,90.90909091,50814,7,1,1,33.9884241133276
"980",3,0,16.66666667,18,12514,3738,57,0.510638298,2,3,81.81818182,74622,9,1,0,33.9884241133276
"981",5,1,45,20,11317,568,129,0.808510638,1,5,90.90909091,2719031,6,1,1,33.9884241133276
"982",3,0,36.84210526,19,9678,3974,135,0.787234043,1,3,90.90909091,2068988,7,1,0,34.004851577858
"983",3,0,36.84210526,19,9678,3974,135,0.787234043,1,3,90.90909091,2068988,7,1,0,34.004851577858
"984",2,1,57.14285714,28,12344,235,67,0.659574468,2,2,81.81818182,2774292,5,1,1,33.9884241133276
"985",4,1,36.66666667,30,12317,80,96,0.680851064,1,4,90.90909091,413065,7,1,1,33.9884241133276
"986",11,1,13.04347826,23,18222,7441,1,0.021276596,2,11,81.81818182,75887,9,1,1,33.9884241133276
"987",11,0,13.04347826,23,18222,7441,1,0.021276596,2,11,81.81818182,75887,9,1,0,33.9884241133276
"988",5,1,33.33333333,27,12360,6515,478,0.638297872,1,5,90.90909091,143957,7,1,1,33.9884241133276
"989",5,0,33.33333333,27,12360,6515,478,0.638297872,1,5,90.90909091,143957,7,1,0,33.9884241133276
"990",1,1,50,16,9563,412,59,0.574468085,2,1,81.81818182,1447861,5,1,1,33.9884241133276
"991",5,1,42.30769231,26,17672,3795,4,0.063829787,2,5,81.81818182,82425,6,1,1,34.004851577858
"992",5,1,42.30769231,26,17672,3795,4,0.063829787,2,5,81.81818182,82425,6,1,1,34.004851577858
"993",6,1,36,25,10467,606,79,0.574468085,2,6,81.81818182,2571674,7,1,1,34.004851577858
"994",6,1,36,25,10467,606,79,0.574468085,2,6,81.81818182,2571674,7,1,1,34.004851577858
"995",11,0,33.33333333,18,9581,564,179,0.808510638,1,11,90.90909091,2714973,7,1,0,33.9884241133276
"996",1,1,45.45454545,11,12114,6447,10,0.14893617,6,1,45.45454545,121370,6,0,0,33.9884241133276
"997",1,0,45.45454545,11,12114,6447,10,0.14893617,6,1,45.45454545,121370,6,0,1,33.9884241133276
"998",1,1,75.75757576,33,12248,234,108,0.808510638,1,1,90.90909091,4308921,3,1,1,33.9884241133276
"999",4,1,15,20,12379,303,149,0.617021277,1,4,90.90909091,901623,9,1,1,34.004851577858
"1000",4,1,15,20,12379,303,149,0.617021277,1,4,90.90909091,901623,9,1,1,34.004851577858
"1001",3,1,11.11111111,18,9709,2863,85,0.680851064,2,3,81.81818182,520369,9,1,1,34.004851577858
"1002",3,1,11.11111111,18,9709,2863,85,0.680851064,2,3,81.81818182,520369,9,1,1,34.004851577858
"1003",2,0,38.88888889,54,17872,4559,1,0.021276596,2,2,81.81818182,250895,7,1,0,33.9884241133276
"1004",2,0,38.88888889,54,16672,4559,1,0.021276596,2,2,81.81818182,250895,7,1,0,33.9884241133276
"1005",2,1,38.88888889,54,17872,4559,1,0.021276596,2,2,81.81818182,250895,7,1,1,33.9884241133276
"1006",2,1,38.88888889,54,16672,4559,1,0.021276596,2,2,81.81818182,250895,7,1,1,33.9884241133276
"1007",2,1,38.88888889,54,17872,4559,1,0.021276596,2,2,81.81818182,250895,7,1,1,33.9884241133276
"1008",2,1,38.88888889,54,16672,4559,1,0.021276596,2,2,81.81818182,250895,7,1,1,33.9884241133276
"1009",2,1,26.92307692,26,14317,5559,386,0.127659574,2,2,81.81818182,134807,8,1,1,33.9884241133276
"1010",1,1,68.42105263,19,9872,303,60,0.553191489,2,1,81.81818182,2619069,4,1,1,33.9884241133276
"1011",2,1,60.86956522,23,10479,278,144,0.765957447,1,2,90.90909091,4877050,4,1,1,33.9884241133276
"1012",3,1,22.22222222,27,10047,3731,11,0.127659574,2,3,81.81818182,236879,8,1,1,33.9884241133276
"1013",1,1,50,20,11780,743,66,0.255319149,2,1,81.81818182,1074348,5,1,1,33.9884241133276
"1014",8,0,18.75,32,13139,10275,15,0.276595745,4,8,63.63636364,311185,9,1,0,33.9884241133276
"1015",8,0,18.75,32,16399,9820,15,0.276595745,2,8,63.63636364,311185,9,1,0,33.9884241133276
"1016",2,1,39.39393939,33,10444,39,745,0.936170213,1,2,90.90909091,33755027,7,1,1,33.9884241133276
"1017",1,0,47.61904762,42,16791,1833,2,0.042553191,2,1,81.81818182,63551,6,1,0,33.9884241133276
"1018",1,0,47.61904762,42,16956,1833,2,0.042553191,2,1,81.81818182,63551,6,1,0,33.9884241133276
"1019",6,1,90,20,9679,1222,41,0.425531915,2,6,81.81818182,774950,1,1,1,33.9884241133276
"1020",1,1,80,25,9580,838,538,0.936170213,1,1,90.90909091,1696504,2,1,1,33.9884241133276
"1021",1,0,61.29032258,31,10055,1694,240,0.574468085,1,1,90.90909091,376235,4,1,0,34.004851577858
"1022",1,0,61.29032258,31,10055,1694,240,0.574468085,1,1,90.90909091,376235,4,1,0,34.004851577858
"1023",3,0,23.07692308,26,16469,904,3,0.063829787,2,3,81.81818182,93662,8,1,0,34.004851577858
"1024",3,0,23.07692308,26,16469,904,3,0.063829787,2,3,81.81818182,93662,8,1,0,34.004851577858
"1025",9,1,40,20,12594,171,62,0.446808511,2,9,81.81818182,526052,6,1,1,33.9884241133276
"1026",5,1,50,20,12290,98,171,0.744680851,1,5,90.90909091,1863483,5,1,1,33.9884241133276
"1027",5,1,50,20,12290,98,171,0.744680851,1,5,90.90909091,1863483,5,1,1,34.004851577858
"1028",5,1,50,20,12290,98,171,0.744680851,1,5,90.90909091,1863483,5,1,1,34.004851577858
"1029",1,0,7.407407407,27,16261,494,0,0,2,1,81.81818182,287814,10,1,0,34.004851577858
"1030",1,0,7.407407407,27,16261,494,0,0,2,1,81.81818182,287814,10,1,0,34.004851577858
"1031",3,1,39.28571429,28,10635,407,40,0.531914894,2,3,81.81818182,2944673,7,1,1,33.9884241133276
"1032",5,1,26.92307692,26,12395,2685,142,0.595744681,1,5,90.90909091,131551,8,1,1,33.9884241133276
"1033",3,1,45.71428571,35,12305,8339,148,0.70212766,1,3,90.90909091,282587,6,1,1,34.004851577858
"1034",3,1,45.71428571,35,16768,2879,148,0.70212766,3,3,90.90909091,282587,6,1,1,34.004851577858
"1035",3,1,45.71428571,35,12305,8339,148,0.70212766,1,3,90.90909091,282587,6,1,1,34.004851577858
"1036",3,1,45.71428571,35,16768,2879,148,0.70212766,3,3,90.90909091,282587,6,1,1,34.004851577858
"1037",11,1,23.07692308,26,17772,4169,4,0.085106383,1,11,0,66684,8,0,0,33.9884241133276
"1038",11,1,23.07692308,26,17772,4169,4,0.085106383,1,11,0,66684,8,0,0,33.9884241133276
"1039",2,1,41.17647059,17,10053,6504,195,0.574468085,1,2,90.90909091,645604,6,1,1,33.9884241133276
"1040",4,0,15.78947368,19,12883,2159,70,0.319148936,2,4,81.81818182,1485524,9,1,0,33.9884241133276
"1041",3,0,17.64705882,17,18027,5339,0,0,2,3,81.81818182,60881,9,1,0,34.004851577858
"1042",3,0,17.64705882,17,18027,5339,0,0,2,3,81.81818182,60881,9,1,0,34.004851577858
"1043",3,0,30,30,10014,1824,66,0.638297872,2,3,81.81818182,367754,7,1,0,34.004851577858
"1044",3,0,30,30,10014,1824,66,0.638297872,2,3,81.81818182,367754,7,1,0,34.004851577858
"1045",1,0,47.82608696,23,11344,385,70,0.425531915,2,1,81.81818182,3281768,6,1,0,33.9884241133276
"1046",5,1,15.78947368,38,12214,416,194,0.893617021,1,5,90.90909091,3447836,9,1,1,33.9884241133276
"1047",6,1,20,25,11330,2058,93,0.574468085,2,6,81.81818182,459523,8,1,1,33.9884241133276
"1048",1,1,65.38461538,26,10125,1915,81,0.276595745,2,1,81.81818182,608713,4,1,1,33.9884241133276
"1049",1,1,65.38461538,26,10125,1915,81,0.276595745,2,1,81.81818182,608713,4,1,1,33.9884241133276
"1050",1,1,65.38461538,26,10125,1915,81,0.276595745,2,1,81.81818182,608713,4,1,1,33.9884241133276
"1051",1,1,41.66666667,24,12294,86,91,0.744680851,1,1,90.90909091,4440184,6,1,1,33.9884241133276
"1052",1,1,75,12,12172,103,390,0.978723404,1,1,90.90909091,5045917,3,1,1,33.9884241133276
"1053",1,0,47.82608696,23,12215,40,223,0.893617021,1,1,90.90909091,4427715,6,1,0,33.9884241133276
"1054",1,0,47.82608696,23,12215,40,223,0.893617021,1,1,90.90909091,4427715,6,1,0,33.9884241133276
"1055",1,0,45.45454545,22,12255,3271,225,0.808510638,1,1,90.90909091,350188,6,1,0,33.9884241133276
"1056",1,1,45.45454545,22,12255,3271,225,0.808510638,1,1,90.90909091,350188,6,1,1,33.9884241133276
"1057",2,1,35,20,10835,332,116,0.85106383,1,2,90.90909091,4160114,7,1,1,33.9884241133276
"1058",2,1,55.55555556,27,10079,866,368,0.829787234,1,2,90.90909091,1532906,5,1,1,33.9884241133276
"1059",2,1,40.90909091,22,12314,640,109,0.680851064,1,2,90.90909091,734624,6,1,1,33.9884241133276
"1060",1,1,29.41176471,17,12484,8294,53,0.531914894,2,1,81.81818182,30011,8,1,1,33.9884241133276
"1061",1,1,80,20,12430,142,85,0.574468085,2,1,81.81818182,7027398,2,1,1,34.004851577858
"1062",1,1,80,20,12430,142,85,0.574468085,2,1,81.81818182,7027398,2,1,1,34.004851577858
"1063",6,1,14.28571429,14,9643,496,316,0.893617021,1,6,90.90909091,3007384,9,1,1,33.9884241133276
"1064",6,1,25,20,12671,5082,64,0.404255319,2,6,81.81818182,183219,8,1,1,33.9884241133276
"1065",1,1,65.51724138,29,12496,2019,97,0.510638298,2,1,81.81818182,379955,4,1,1,33.9884241133276
"1066",2,1,52.38095238,21,10758,4472,22,0.14893617,1,2,90.90909091,145505,5,1,1,33.9884241133276
"1067",6,1,66.66666667,24,10772,232,45,0.574468085,2,6,81.81818182,3340403,4,1,1,33.9884241133276
"1068",1,1,53.125,32,10025,726,141,0.787234043,1,1,90.90909091,939654,5,1,1,33.9884241133276
"1069",3,1,47.05882353,17,12449,508,144,0.553191489,1,3,90.90909091,1994537,6,1,1,33.9884241133276
"1070",2,1,74.07407407,27,10132,548,151,0.70212766,2,2,81.81818182,1356586,3,1,1,33.9884241133276
"1071",3,0,4.761904762,21,12687,5552,44,0.404255319,2,3,81.81818182,16635,10,1,0,33.9884241133276
"1072",2,1,65,20,9672,1328,93,0.510638298,2,2,81.81818182,877466,4,1,1,33.9884241133276
"1073",1,1,90,20,10315,427,185,0.723404255,1,1,90.90909091,3383685,1,1,1,33.9884241133276
"1074",5,1,35,20,9529,9,13801,1,1,5,90.90909091,244212028,7,1,1,33.9884241133276
"1075",6,1,0,15,16156,244,4,0.085106383,2,6,81.81818182,846120,10,1,1,33.9884241133276
"1076",3,1,55.55555556,54,16627,1173,43,0.510638298,2,3,81.81818182,363707,5,1,1,33.9884241133276
"1077",3,1,55.55555556,54,12520,8039,43,0.510638298,2,3,81.81818182,363707,5,1,1,33.9884241133276
"1078",4,0,25,44,12389,9182,49,0.617021277,2,4,81.81818182,524855,8,1,0,33.9884241133276
"1079",4,0,25,44,16448,4108,49,0.617021277,2,4,81.81818182,524855,8,1,0,33.9884241133276
"1080",1,1,35.71428571,28,10420,26,1246,0.978723404,1,1,90.90909091,53177654,7,1,1,33.9884241133276
"1081",7,1,21.05263158,19,18178,125,0,0,2,7,81.81818182,304453,8,1,1,33.9884241133276
"1082",5,1,18.18181818,33,9634,491,50,0.553191489,2,5,81.81818182,3038810,9,1,1,33.9884241133276
"1083",4,0,33.33333333,18,10425,10,405,0.978723404,1,4,90.90909091,21380116,7,1,0,34.004851577858
"1084",4,0,33.33333333,18,10425,10,405,0.978723404,1,4,90.90909091,21380116,7,1,0,34.004851577858
"1085",1,1,53.57142857,28,12229,540,260,0.872340426,1,1,90.90909091,4937881,5,1,1,33.9884241133276
"1086",1,1,75,24,12300,1326,83,0.723404255,1,1,90.90909091,1031215,3,1,1,33.9884241133276
"1087",1,1,68.42105263,19,11290,384,147,0.829787234,1,1,90.90909091,731214,4,1,1,33.9884241133276
"1088",1,1,68.42105263,19,11290,384,147,0.829787234,1,1,90.90909091,731214,4,1,1,33.9884241133276
"1089",3,1,28.57142857,21,12576,1070,39,0.468085106,2,3,81.81818182,277756,8,1,1,33.9884241133276
"1090",3,1,50,20,10441,131,1552,0.978723404,1,3,90.90909091,24686207,5,1,1,33.9884241133276
"1091",4,1,44.44444444,18,12689,1044,43,0.404255319,2,4,81.81818182,219072,6,1,1,34.004851577858
"1092",4,1,44.44444444,18,12689,1044,43,0.404255319,2,4,81.81818182,219072,6,1,1,34.004851577858
"1093",3,0,13.04347826,23,17649,3690,0,0,1,3,90.90909091,32479,9,1,0,33.9884241133276
"1094",5,1,39.13043478,23,13264,2834,362,0.234042553,1,5,90.90909091,312065,7,1,1,33.9884241133276
"1095",6,0,15.38461538,26,16655,1237,0,0,2,6,81.81818182,165410,9,1,0,33.9884241133276
"1096",5,0,33.33333333,21,12284,5080,105,0.744680851,1,5,90.90909091,1689055,7,1,0,33.9884241133276
"1097",1,1,0,5,16578,1089,1,0.021276596,3,1,72.72727273,129313,10,1,1,33.9884241133276
"1098",1,1,55.55555556,27,9589,666,243,0.893617021,1,1,90.90909091,2849061,5,1,1,33.9884241133276
"1099",4,0,63.63636364,22,16163,259,2,0.042553191,2,4,81.81818182,37796,4,1,0,33.9884241133276
"1100",1,1,26.92307692,26,9523,66,97,0.893617021,1,1,90.90909091,1907234,8,1,1,34.004851577858
"1101",1,1,26.92307692,26,9523,66,97,0.893617021,1,1,90.90909091,1907234,8,1,1,34.004851577858
"1102",11,1,11.11111111,18,16699,2347,2,0.042553191,2,11,0,52164,9,0,0,33.9884241133276
"1103",3,0,38.0952381,21,9665,502,82,0.617021277,2,3,81.81818182,1124116,7,1,0,33.9884241133276
"1104",6,1,21.42857143,28,12501,4661,85,0.510638298,2,6,81.81818182,100570,8,1,1,33.9884241133276
"1105",6,0,30,20,17855,12773,0,0,2,6,81.81818182,45384,7,1,0,33.9884241133276
"1106",1,1,47.36842105,19,9565,6051,120,0.723404255,1,1,90.90909091,173245,6,1,1,33.9884241133276
"1107",5,1,20,25,12568,1237,50,0.468085106,2,5,81.81818182,1089968,8,1,1,33.9884241133276
"1108",5,1,20.45454545,44,16157,260,3,0.063829787,1,5,90.90909091,33284,8,1,1,33.9884241133276
"1109",5,1,20.45454545,44,16164,260,3,0.063829787,1,5,90.90909091,33284,8,1,1,33.9884241133276
"1110",5,1,20.45454545,44,16157,260,3,0.063829787,1,5,90.90909091,33284,8,1,1,33.9884241133276
"1111",5,1,20.45454545,44,16164,260,3,0.063829787,1,5,90.90909091,33284,8,1,1,33.9884241133276
"1112",4,0,26.92307692,26,10656,4432,55,0.617021277,2,4,81.81818182,317891,8,1,0,33.9884241133276
"1113",5,0,31.03448276,29,12322,129,277,0.680851064,1,5,90.90909091,270631,7,1,0,33.9884241133276
"1114",5,1,31.03448276,29,12322,129,277,0.680851064,1,5,90.90909091,270631,7,1,1,33.9884241133276
"1115",3,1,55,20,10493,129,211,0.936170213,1,3,90.90909091,4438879,5,1,1,33.9884241133276
"1116",3,1,36,25,13046,4118,65,0.276595745,2,3,81.81818182,184238,7,1,1,33.9884241133276
"1117",2,1,47.82608696,23,12678,5685,58,0.404255319,2,2,81.81818182,151474,6,1,1,33.9884241133276
"1118",11,1,26.31578947,19,15835,NA,65,0.489361702,2,11,0,484909,8,0,0,33.9884241133276
"1119",5,1,14.28571429,21,12326,10488,65,0.680851064,2,5,81.81818182,351437,9,1,1,34.004851577858
"1120",5,1,14.28571429,21,12326,10488,65,0.680851064,2,5,81.81818182,351437,9,1,1,34.004851577858
"1121",3,0,17.85714286,28,12392,11853,113,0.595744681,1,3,90.90909091,4762,9,1,0,34.004851577858
"1122",3,0,17.85714286,28,12392,11853,113,0.595744681,1,3,90.90909091,4762,9,1,0,34.004851577858
"1123",3,1,46.66666667,15,12257,2609,113,0.787234043,1,3,90.90909091,1708893,6,1,1,33.9884241133276
"1124",2,1,40,20,9909,2776,96,0.70212766,1,2,90.90909091,451465,6,1,1,33.9884241133276
"1125",7,1,15.625,32,16497,1932,13,0.106382979,2,7,45.45454545,218208,9,0,0,33.9884241133276
"1126",7,1,15.625,32,14784,7702,13,0.106382979,6,7,45.45454545,218208,9,0,0,33.9884241133276
"1127",2,1,30.76923077,26,12685,11357,45,0.404255319,2,2,81.81818182,698676,7,1,1,33.9884241133276
"1128",4,1,34.48275862,29,11326,483,54,0.446808511,2,4,81.81818182,2618330,7,1,1,33.9884241133276
"1129",1,1,65.2173913,23,9532,512,3492,1,1,1,90.90909091,24729896,4,1,1,33.9884241133276
"1130",5,0,26.08695652,23,10786,7441,320,0.70212766,1,5,90.90909091,1696253,8,1,0,33.9884241133276
"1131",1,1,69.56521739,23,12184,240,630,0.957446809,1,1,90.90909091,5545703,4,1,1,33.9884241133276
"1132",5,1,8.333333333,24,9597,328,67,0.617021277,2,5,81.81818182,4176606,10,1,1,33.9884241133276
"1133",5,1,59.25925926,27,12271,1238,112,0.765957447,1,5,90.90909091,1560272,5,1,1,33.9884241133276
"1134",1,0,0,10,17494,8583,1,0.021276596,3,1,72.72727273,119073,10,1,0,33.9884241133276
"1135",1,1,68.42105263,19,9571,1390,72,0.617021277,2,1,81.81818182,1064773,4,1,1,34.004851577858
"1136",1,1,68.42105263,19,9571,1390,72,0.617021277,2,1,81.81818182,1064773,4,1,1,34.004851577858
"1137",4,1,14.28571429,14,13143,11257,101,0.255319149,2,4,81.81818182,39744,9,1,1,33.9884241133276
"1138",2,1,45.45454545,22,12401,1244,84,0.595744681,2,2,81.81818182,1158803,6,1,1,33.9884241133276
"1139",1,0,23.80952381,21,16662,1244,0,0,2,1,81.81818182,43599,8,1,0,33.9884241133276
"1140",2,0,33.33333333,3,16570,1078,3,0.063829787,3,2,72.72727273,96799,7,1,0,33.9884241133276
"1141",1,0,52.94117647,17,9514,194,1687,1,1,1,90.90909091,16682711,5,1,0,33.9884241133276
"1142",1,1,52.94117647,17,9514,194,1687,1,1,1,90.90909091,16682711,5,1,1,33.9884241133276
"1143",1,0,55,20,12423,259,152,0.574468085,1,1,90.90909091,1648827,5,1,0,33.9884241133276
"1144",6,1,72.72727273,22,9494,301,407,0.893617021,1,6,90.90909091,11261296,3,1,1,34.004851577858
"1145",6,1,72.72727273,22,9494,301,407,0.893617021,1,6,90.90909091,11261296,3,1,1,34.004851577858
"1146",6,1,12,25,17873,4559,2,0.042553191,2,6,81.81818182,51214,9,1,1,33.9884241133276
"1147",2,0,51.85185185,27,10262,3566,92,0.425531915,2,2,81.81818182,143729,5,1,0,33.9884241133276
"1148",2,0,51.85185185,27,10262,3566,92,0.425531915,2,2,81.81818182,143729,5,1,0,34.004851577858
"1149",2,0,51.85185185,27,10262,3566,92,0.425531915,2,2,81.81818182,143729,5,1,0,34.004851577858
"1150",3,1,28.125,32,10462,49,365,0.829787234,1,3,90.90909091,2058148,8,1,1,33.9884241133276
"1151",5,0,38.46153846,26,9737,3003,67,0.617021277,2,5,81.81818182,522517,7,1,0,34.004851577858
"1152",5,0,38.46153846,26,9737,3003,67,0.617021277,2,5,81.81818182,522517,7,1,0,34.004851577858
"1153",4,1,21.73913043,23,9670,877,126,0.595744681,1,4,90.90909091,1795614,8,1,1,33.9884241133276
"1154",1,1,69.6969697,33,12254,2879,220,0.808510638,1,1,90.90909091,427549,4,1,1,33.9884241133276
"1155",1,1,69.6969697,33,12254,2879,220,0.808510638,1,1,90.90909091,427549,4,1,1,33.9884241133276
"1156",3,1,54.54545455,22,10094,740,80,0.021276596,1,3,90.90909091,1276257,5,1,1,33.9884241133276
"1157",4,1,22.85714286,35,9683,675,134,0.808510638,1,4,90.90909091,1707478,8,1,1,33.9884241133276
"1158",2,1,42.85714286,7,16247,455,3,0.063829787,3,2,72.72727273,179647,6,1,1,33.9884241133276
"1159",1,1,100,4,12791,610,28,0.361702128,3,1,72.72727273,1521888,0,1,1,33.9884241133276
"1160",6,0,34.48275862,29,12374,129,53,0.638297872,2,6,81.81818182,1830333,7,1,0,33.9884241133276
"1161",5,0,33.33333333,12,12831,11289,36,0.340425532,3,5,72.72727273,2361,7,1,0,33.9884241133276
"1162",2,1,25,4,12613,1089,33,0.446808511,3,2,72.72727273,579386,8,1,1,33.9884241133276
"1163",4,1,35,20,9946,347,44,0.531914894,2,4,81.81818182,722756,7,1,1,33.9884241133276
"1164",4,0,37.5,24,9508,306,3011,1,1,4,90.90909091,12282014,7,1,0,34.004851577858
"1165",4,0,37.5,24,9508,306,3011,1,1,4,90.90909091,12282014,7,1,0,34.004851577858
"1166",4,1,16.66666667,6,9802,633,25,0.361702128,3,4,72.72727273,416296,9,1,1,33.9884241133276
"1167",6,0,41.66666667,24,9550,168,476,0.957446809,1,6,90.90909091,2998413,6,1,0,34.004851577858
"1168",6,0,41.66666667,24,9550,168,476,0.957446809,1,6,90.90909091,2998413,6,1,0,34.004851577858
"1169",10,1,0,7,12108,7856,9,0.063829787,9,10,18.18181818,37659,10,0,0,33.9884241133276
"1170",10,1,0,7,12108,7856,9,0.063829787,9,10,18.18181818,37659,10,0,0,33.9884241133276
"1171",11,0,12.5,8,15844,NA,1,0.021276596,3,11,0,18075,9,0,1,33.9884241133276
"1172",11,1,8.333333333,24,15840,NA,3,0.063829787,2,11,0,12473,10,0,0,33.9884241133276
"1173",7,1,0,7,17733,3972,2,0.042553191,3,7,72.72727273,48022,10,1,1,33.9884241133276
"1174",9,1,100,3,10176,4320,13,0.021276596,10,9,9.090909091,175742,0,0,0,33.9884241133276
