"","level","success","success_rate","offered","id","rank","tf","idf","level1","level2","psuccess","lemmaTF","bucket","model_prediction","model_correct","age"
"1",1,1,39.13043478,23,10421,87,108,0.787234043,1,1,90.90909091,3414297,7,1,1,11.8688431231896
"2",3,1,34.61538462,26,10429,45,4092,0.978723404,1,3,90.90909091,28408939,7,1,1,11.8688431231896
"3",5,0,22.22222222,18,17481,3215,4,0.021276596,2,5,81.81818182,33350,8,1,0,11.8688431231896
"4",5,1,11.11111111,18,12278,463,246,0.765957447,1,5,90.90909091,3135859,9,1,1,11.8688431231896
"5",1,1,30.43478261,23,12500,7798,88,0.510638298,2,1,81.81818182,159198,7,1,1,11.8688431231896
"6",5,1,27.27272727,22,12180,152,305,0.957446809,1,5,90.90909091,7935918,8,1,1,11.8688431231896
"7",2,1,83.33333333,30,10820,6156,69,0.595744681,2,2,81.81818182,128772,2,1,1,11.8688431231896
"8",1,1,60.71428571,28,10231,1882,73,0.446808511,2,1,81.81818182,368540,4,1,1,11.8688431231896
"9",3,1,55.55555556,54,16627,1173,43,0.510638298,2,3,81.81818182,363707,5,1,1,11.8688431231896
"10",3,1,55.55555556,54,12520,8039,43,0.510638298,2,3,81.81818182,363707,5,1,1,11.8688431231896
"11",7,0,44.44444444,27,12674,7405,60,0.404255319,2,7,81.81818182,1617268,6,1,0,11.8688431231896
"12",1,1,37.5,16,12253,343,201,0.808510638,1,1,90.90909091,4071073,7,1,1,11.8688431231896
"13",6,1,26.08695652,23,12537,250,57,0.489361702,2,6,81.81818182,1140445,8,1,1,11.8688431231896
"14",6,1,30,20,17855,12773,0,0,2,6,81.81818182,45384,7,1,1,11.8688431231896
"15",2,1,40.90909091,22,12553,375,38,0.489361702,2,2,81.81818182,386287,6,1,1,11.8688431231896
"16",5,0,0,26,17527,3320,0,0,2,5,81.81818182,41308,10,1,0,11.8688431231896
"17",11,0,13.63636364,22,16691,5418,4,0.085106383,1,11,0,129543,9,0,1,11.8688431231896
"18",7,0,33.33333333,27,17580,3566,14,0.191489362,2,7,54.54545455,96795,7,1,0,11.8688431231896
"19",7,0,33.33333333,27,13659,6933,14,0.191489362,5,7,54.54545455,96795,7,1,0,11.8688431231896
"20",5,1,40,25,12421,2409,128,0.574468085,1,5,90.90909091,493752,6,1,1,11.8688431231896
"21",11,1,71.42857143,28,11791,1206,37,0.468085106,2,11,0,1290011,3,0,0,11.8688431231896
"22",1,1,39.13043478,23,10421,87,108,0.787234043,1,1,90.90909091,3414297,7,1,1,19.8881837247633
"23",2,1,20,5,12709,105,28,0.404255319,3,2,72.72727273,1055263,8,1,1,19.8881837247633
"24",1,1,55.55555556,9,11777,3008,32,0.382978723,3,1,72.72727273,306744,5,1,1,19.8881837247633
"25",1,1,80,10,12981,3051,34,0.29787234,3,1,72.72727273,206405,2,1,1,19.8881837247633
"26",2,1,73.91304348,23,12240,733,167,0.829787234,1,2,90.90909091,1693512,3,1,1,19.8881837247633
"27",2,0,0,3,17369,2852,1,0.021276596,4,2,63.63636364,38387,10,1,0,19.8881837247633
"28",1,1,76.92307692,26,10037,696,316,0.829787234,1,1,90.90909091,1162727,3,1,1,19.8881837247633
"29",2,0,70,10,16117,128,4,0.063829787,4,2,63.63636364,2411614,3,1,0,19.8881837247633
"30",2,1,60,25,10274,51,63,0.574468085,2,2,81.81818182,11953901,4,1,1,19.8909216355184
"31",2,1,60,25,10274,51,63,0.574468085,2,2,81.81818182,11953901,4,1,1,19.8909216355184
"32",1,1,31.57894737,19,10448,117,672,0.957446809,1,1,90.90909091,10357927,7,1,1,19.8909216355184
"33",2,1,50,2,17858,4509,4,0.042553191,4,2,63.63636364,62785,5,1,1,19.8881837247633
"34",1,1,70,10,13137,735,16,0.276595745,4,1,63.63636364,1726184,3,1,1,19.8881837247633
"35",1,1,76.47058824,17,10549,1526,4,0.085106383,2,1,81.81818182,949005,3,1,1,19.8881837247633
"36",1,0,83.33333333,6,15247,16949,106,0.085106383,3,1,72.72727273,18688,2,1,0,19.8881837247633
"37",2,0,30.55555556,36,12521,5060,43,0.510638298,2,2,81.81818182,912189,7,1,0,19.8881837247633
"38",2,0,30.55555556,36,16456,1786,43,0.510638298,3,2,81.81818182,912189,7,1,0,19.8881837247633
"39",1,1,36,25,12522,333,41,0.510638298,2,1,81.81818182,3523545,7,1,1,19.8909216355184
"40",1,1,66.66666667,9,12996,435,30,0.29787234,3,1,72.72727273,3291015,4,1,1,19.8881837247633
"41",2,0,60,5,13601,2200,20,0.191489362,4,2,63.63636364,608462,4,1,0,19.8881837247633
"42",2,1,25,56,16674,2333,95,0.659574468,2,2,90.90909091,431493,8,1,1,19.8881837247633
"43",2,1,25,56,12330,6692,95,0.659574468,1,2,90.90909091,431493,8,1,1,19.8881837247633
"44",3,0,33.33333333,27,12413,2693,60,0.595744681,2,3,81.81818182,473944,7,1,0,19.8909216355184
"45",2,1,54.54545455,22,10494,3780,48,0.510638298,2,2,81.81818182,888603,5,1,1,19.8909216355184
"46",1,0,60,20,9696,600,76,0.361702128,2,1,81.81818182,1051285,4,1,0,19.8881837247633
"47",1,1,60,20,9696,600,76,0.361702128,2,1,81.81818182,1051285,4,1,1,19.8881837247633
"48",1,1,60,20,9696,600,76,0.361702128,2,1,81.81818182,1051285,4,1,1,19.8881837247633
"49",1,1,0,5,17574,3510,1,0.021276596,3,1,72.72727273,83988,10,1,1,19.8881837247633
"50",2,1,75,4,11833,704,6,0.106382979,8,2,27.27272727,1059682,3,0,0,19.8881837247633
"51",2,1,75,4,11833,704,6,0.106382979,8,2,27.27272727,1059682,3,0,0,19.8881837247633
"52",1,1,50,22,16145,212,2,0.042553191,2,1,81.81818182,809011,5,1,1,19.8881837247633
"53",2,0,0,3,13321,11628,19,0.234042553,4,2,63.63636364,1187841,10,1,0,19.8881837247633
"54",2,1,0,3,13321,11628,19,0.234042553,4,2,63.63636364,1187841,10,1,1,19.8881837247633
"55",2,1,0,3,13321,11628,19,0.234042553,4,2,63.63636364,1187841,10,1,1,19.8881837247633
"56",1,1,57.14285714,28,9656,414,124,0.574468085,1,1,90.90909091,2545184,5,1,1,19.8881837247633
"57",2,1,34.7826087,23,12556,472,35,0.489361702,2,2,81.81818182,658340,7,1,1,19.8881837247633
"58",2,1,69.76744186,43,12483,4007,54,0.531914894,2,2,81.81818182,622575,4,1,1,19.8881837247633
"59",2,1,69.76744186,43,16489,3488,54,0.531914894,1,2,81.81818182,622575,4,1,1,19.8881837247633
"60",1,1,63.63636364,33,9496,3,13272,1,1,1,90.90909091,387117884,4,1,1,19.8909216355184
"61",1,0,33.33333333,9,10766,2189,42,0.276595745,3,1,72.72727273,491336,7,1,0,19.8881837247633
"62",1,1,75,4,14390,5167,12,0.127659574,6,1,45.45454545,178375,3,0,0,19.8881837247633
"63",2,1,29.03225806,31,12476,4244,87,0.531914894,2,2,81.81818182,93905,8,1,1,19.8881837247633
"64",2,1,20,10,17705,3909,0,0,3,2,72.72727273,102955,8,1,1,19.8881837247633
"65",2,0,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,0,19.8881837247633
"66",2,1,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,1,19.8881837247633
"67",2,1,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,1,19.8881837247633
"68",2,0,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,0,19.8881837247633
"69",2,1,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,1,19.8881837247633
"70",2,0,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,0,19.8881837247633
"71",2,1,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,1,19.8881837247633
"72",2,1,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,1,19.8909216355184
"73",2,1,22.22222222,18,12258,73,112,0.787234043,1,2,90.90909091,1048913,8,1,1,19.8881837247633
"74",1,1,34.7826087,23,17119,2233,2,0.042553191,1,1,90.90909091,50814,7,1,1,19.8881837247633
"75",1,1,34.7826087,23,17119,2233,2,0.042553191,1,1,90.90909091,50814,7,1,1,19.8909216355184
"76",2,1,50,6,13486,4829,15,0.212765957,5,2,54.54545455,56482,5,1,1,19.8881837247633
"77",2,1,28,25,10770,281,179,0.808510638,1,2,90.90909091,4930936,8,1,1,19.8881837247633
"78",2,1,55.55555556,9,16436,858,5,0.042553191,6,2,45.45454545,638971,5,0,0,19.8881837247633
"79",1,1,62.96296296,27,10492,298,168,0.85106383,1,1,90.90909091,4631862,4,1,1,19.8881837247633
"80",2,0,40,5,17662,3760,0,0,3,2,72.72727273,41784,6,1,0,19.8881837247633
"81",11,1,56.52173913,23,9790,2322,280,0.468085106,1,11,0,1984108,5,0,0,19.8909216355184
"82",1,1,63.63636364,22,10473,1081,70,0.382978723,2,1,81.81818182,1224021,4,1,1,19.8881837247633
"83",1,1,52.94117647,17,12381,410,253,0.617021277,1,1,90.90909091,1270556,5,1,1,19.8881837247633
"84",11,0,7.692307692,26,12548,2001,41,0.489361702,2,11,0,170538,10,0,1,19.8909216355184
"85",2,1,50,18,12482,341,59,0.531914894,2,2,81.81818182,3044778,5,1,1,19.8881837247633
"86",6,1,26.92307692,26,12436,3283,69,0.574468085,2,6,81.81818182,350669,8,1,1,19.8909216355184
"87",2,1,15.38461538,26,12299,2490,89,0.723404255,1,2,90.90909091,712196,9,1,1,19.8881837247633
"88",2,1,57.14285714,28,12344,235,67,0.659574468,2,2,81.81818182,2774292,5,1,1,19.8909216355184
"89",2,1,38.46153846,26,9730,6494,101,0.723404255,1,2,90.90909091,1656475,7,1,1,19.8881837247633
"90",2,1,38.46153846,26,9730,6494,101,0.723404255,1,2,90.90909091,1656475,7,1,1,19.8881837247633
"91",2,1,38.46153846,26,9730,6494,101,0.723404255,1,2,90.90909091,1656475,7,1,1,19.8909216355184
"92",1,1,38.0952381,21,12494,1252,115,0.510638298,2,1,81.81818182,281500,7,1,1,19.8881837247633
"93",3,1,47.36842105,19,12323,10,85,0.680851064,2,3,81.81818182,5127337,6,1,1,19.8881837247633
"94",5,0,14.81481481,27,13565,3320,113,0.191489362,2,5,81.81818182,52230,9,1,0,19.8909216355184
"95",1,0,33.33333333,21,9803,662,220,0.936170213,1,1,90.90909091,2242209,7,1,0,19.8881837247633
"96",2,0,32.25806452,31,12592,2267,70,0.446808511,2,2,81.81818182,275294,7,1,0,19.8881837247633
"97",2,1,32.25806452,31,12592,2267,70,0.446808511,2,2,81.81818182,275294,7,1,1,19.8881837247633
"98",1,1,57.89473684,19,9518,79,3151,0.978723404,1,1,90.90909091,16622562,5,1,1,19.8881837247633
"99",1,1,61.9047619,21,12173,720,402,0.978723404,1,1,90.90909091,5945801,4,1,1,19.8909216355184
"100",1,0,0,15,12960,12773,253,0.29787234,1,1,90.90909091,166747,10,1,0,19.8881837247633
"101",2,1,50,28,10874,1063,88,0.510638298,2,2,81.81818182,1427206,5,1,1,19.8881837247633
"102",1,0,25.80645161,31,13044,31659,938,0.276595745,1,1,90.90909091,4030,8,1,0,19.8909216355184
"103",1,1,76.92307692,26,10437,112,1720,0.978723404,1,1,90.90909091,25388199,3,1,1,19.8881837247633
"104",1,1,45.28301887,53,12369,293,59,0.638297872,2,1,81.81818182,1405383,6,1,1,19.8881837247633
"105",1,1,45.28301887,53,16114,120,59,0.638297872,1,1,81.81818182,1405383,6,1,1,19.8881837247633
"106",1,1,64.28571429,28,9846,2625,93,0.744680851,1,1,90.90909091,481591,4,1,1,19.8881837247633
"107",1,1,40,5,11836,3201,27,0.319148936,3,1,72.72727273,349291,6,1,1,19.8881837247633
"108",2,1,37.93103448,29,12245,4224,763,0.829787234,1,2,90.90909091,347756,7,1,1,19.8881837247633
"109",1,1,75,20,10486,290,313,0.978723404,1,1,90.90909091,7505265,3,1,1,19.8881837247633
"110",1,1,40.90909091,22,10008,213,237,0.893617021,1,1,90.90909091,2180276,6,1,1,19.8881837247633
"111",1,1,39.28571429,28,9502,100,573,1,1,1,90.90909091,13404877,7,1,1,19.8881837247633
"112",2,1,68.42105263,19,12219,219,321,0.893617021,1,2,90.90909091,6045354,4,1,1,19.8881837247633
"113",2,1,40.90909091,22,10651,603,211,0.914893617,1,2,90.90909091,2578604,6,1,1,19.8881837247633
"114",2,0,0,34,16336,681,0,0,1,2,90.90909091,50137,10,1,0,19.8881837247633
"115",1,1,45.16129032,31,12806,8170,130,0.340425532,2,1,81.81818182,1430354,6,1,1,19.8881837247633
"116",1,1,72,25,9765,1900,94,0.212765957,2,1,81.81818182,666541,3,1,1,19.8881837247633
"117",1,1,72,25,9765,1900,94,0.212765957,2,1,81.81818182,666541,3,1,1,19.8909216355184
"118",11,1,19.04761905,21,15812,NA,1,0.021276596,2,11,0,28136,9,0,0,19.8909216355184
"119",2,1,50,2,15253,4177,63,0.085106383,4,2,63.63636364,238611,5,1,1,19.8881837247633
"120",1,1,33.33333333,6,13529,4569,12,0.212765957,5,1,54.54545455,214214,7,1,1,19.8881837247633
"121",7,0,17.85714286,28,16136,180,34,0.510638298,2,7,81.81818182,799986,9,1,0,19.8909216355184
"122",3,0,24,25,12502,415,82,0.510638298,2,3,81.81818182,111040,8,1,0,19.8881837247633
"123",3,0,50,6,15227,862,5,0.106382979,9,3,18.18181818,755090,5,0,1,19.8881837247633
"124",3,1,50,6,15227,862,5,0.106382979,9,3,18.18181818,755090,5,0,0,19.8881837247633
"125",2,1,14.28571429,21,12424,2209,147,0.574468085,1,2,90.90909091,604747,9,1,1,19.8881837247633
"126",2,0,38.88888889,54,17872,4559,1,0.021276596,2,2,81.81818182,250895,7,1,0,19.8881837247633
"127",2,0,38.88888889,54,16672,4559,1,0.021276596,2,2,81.81818182,250895,7,1,0,19.8881837247633
"128",2,1,50,6,11318,1154,25,0.319148936,3,2,72.72727273,1307377,5,1,1,19.8881837247633
"129",2,1,47.36842105,19,17993,373,1,0.021276596,2,2,81.81818182,117829,6,1,1,19.8881837247633
"130",1,1,45.83333333,24,12602,4604,49,0.446808511,2,1,81.81818182,131187,6,1,1,19.8881837247633
"131",2,1,42.85714286,7,17954,6635,0,0,6,2,45.45454545,47608,6,0,0,19.8881837247633
"132",2,1,36.84210526,19,12583,3153,142,0.446808511,1,2,90.90909091,283687,7,1,1,19.8881837247633
"133",1,1,30.43478261,23,12500,7798,88,0.510638298,2,1,81.81818182,159198,7,1,1,19.8881837247633
"134",1,0,60,5,15641,22305,56,0.042553191,5,1,54.54545455,8706,4,1,0,19.8881837247633
"135",1,1,50,8,18163,6581,47,0.021276596,5,1,54.54545455,61086,5,1,1,19.8881837247633
"136",1,1,70.58823529,17,12376,3506,105,0.617021277,1,1,90.90909091,356011,3,1,1,19.8881837247633
"137",2,0,37.5,8,12655,256,32,0.425531915,3,2,72.72727273,5299772,7,1,0,19.8881837247633
"138",1,1,55.55555556,9,9647,3240,32,0.361702128,3,1,72.72727273,996321,5,1,1,19.8881837247633
"139",1,0,41.66666667,24,10811,426,83,0.659574468,2,1,81.81818182,3391732,6,1,0,19.8881837247633
"140",1,1,41.66666667,24,10811,426,83,0.659574468,2,1,81.81818182,3391732,6,1,1,19.8909216355184
"141",1,0,28.57142857,7,13142,226,14,0.276595745,4,1,63.63636364,1116530,8,1,0,19.8881837247633
"142",1,1,75,16,12371,243,56,0.638297872,2,1,81.81818182,5492894,3,1,1,19.8881837247633
"143",3,0,0,5,11443,6066,1,0.021276596,10,3,9.090909091,2808,10,0,1,19.8881837247633
"144",2,1,28.57142857,28,12629,9193,56,0.425531915,2,2,81.81818182,245730,8,1,1,19.8881837247633
"145",2,1,28.57142857,28,17250,2981,56,0.425531915,3,2,81.81818182,245730,8,1,1,19.8881837247633
"146",1,1,47.05882353,17,11002,6900,63,0.319148936,2,1,81.81818182,51462,6,1,1,19.8881837247633
"147",1,1,84.61538462,26,12621,5055,68,0.425531915,2,1,81.81818182,297896,2,1,1,19.8881837247633
"148",1,1,18.75,16,17367,12092,0,0,1,1,90.90909091,55848,9,1,1,19.8881837247633
"149",1,1,72,25,10003,713,514,0.914893617,1,1,90.90909091,8349970,3,1,1,19.8881837247633
"150",2,1,50,4,15391,5645,8,0.085106383,8,2,27.27272727,112094,5,0,0,19.8881837247633
"151",1,1,41.17647059,17,17717,266,5,0.063829787,7,1,36.36363636,1603372,6,0,0,19.8881837247633
"152",1,1,41.17647059,17,16167,266,5,0.063829787,7,1,36.36363636,1603372,6,0,0,19.8881837247633
"153",1,1,80,10,10495,10726,57,0.255319149,3,1,72.72727273,418640,2,1,1,19.8881837247633
"154",1,1,50,18,17842,599,3,0.063829787,1,1,90.90909091,141921,5,1,1,19.8881837247633
"155",1,0,32.14285714,28,12345,86,62,0.659574468,2,1,81.81818182,2337791,7,1,0,19.8881837247633
"156",1,1,32.14285714,28,12345,86,62,0.659574468,2,1,81.81818182,2337791,7,1,1,19.8881837247633
"157",2,1,50,8,10193,4325,25,0.29787234,3,2,72.72727273,336881,5,1,1,19.8881837247633
"158",1,1,33.33333333,6,16773,4540,1,0.021276596,4,1,63.63636364,159396,7,1,1,19.8881837247633
"159",1,1,100,5,9645,128,22,0.255319149,4,1,63.63636364,7149566,0,1,1,19.8881837247633
"160",2,1,20,15,17670,3780,3,0.042553191,2,2,81.81818182,42743,8,1,1,19.8881837247633
"161",2,1,83.33333333,6,10161,4878,21,0.127659574,5,2,54.54545455,121193,2,1,1,19.8881837247633
"162",2,1,50,24,16715,1349,1,0.021276596,2,2,81.81818182,78822,5,1,1,19.8881837247633
"163",2,0,14.70588235,34,12470,555,144,0.531914894,1,2,90.90909091,168471,9,1,0,19.8881837247633
"164",3,1,26.08695652,23,10843,389,248,0.85106383,1,3,90.90909091,3661627,8,1,1,19.8881837247633
"165",8,0,18.75,32,13139,10275,15,0.276595745,4,8,63.63636364,311185,9,1,0,19.8909216355184
"166",8,0,18.75,32,16399,9820,15,0.276595745,2,8,63.63636364,311185,9,1,0,19.8909216355184
"167",2,1,23.07692308,13,14562,6878,8,0.127659574,7,2,36.36363636,583552,8,0,0,19.8881837247633
"168",2,1,23.07692308,13,16443,864,8,0.127659574,5,2,36.36363636,583552,8,0,0,19.8881837247633
"169",2,1,23.07692308,13,14562,6878,8,0.127659574,7,2,36.36363636,583552,8,0,0,19.8881837247633
"170",2,1,23.07692308,13,16443,864,8,0.127659574,5,2,36.36363636,583552,8,0,0,19.8881837247633
"171",2,1,27.5862069,29,15637,36160,720,0.042553191,2,2,81.81818182,12506,8,1,1,19.8881837247633
"172",1,1,12.5,16,12434,4657,71,0.574468085,2,1,81.81818182,387634,9,1,1,19.8881837247633
"173",1,1,75,32,10107,196,285,0.829787234,1,1,90.90909091,6321093,3,1,1,19.8881837247633
"174",1,1,47.61904762,42,16791,1833,2,0.042553191,2,1,81.81818182,63551,6,1,1,19.8881837247633
"175",1,1,47.61904762,42,16956,1833,2,0.042553191,2,1,81.81818182,63551,6,1,1,19.8881837247633
"176",1,1,47.61904762,42,16791,1833,2,0.042553191,2,1,81.81818182,63551,6,1,1,19.8909216355184
"177",1,1,47.61904762,42,16956,1833,2,0.042553191,2,1,81.81818182,63551,6,1,1,19.8909216355184
"178",3,1,27.77777778,36,12624,5130,61,0.425531915,2,3,81.81818182,332449,8,1,1,19.8881837247633
"179",1,1,45.45454545,22,12380,484,170,0.617021277,1,1,90.90909091,2525411,6,1,1,19.8881837247633
"180",2,0,7.692307692,26,10490,669,93,0.617021277,2,2,81.81818182,2276790,10,1,0,19.8909216355184
"181",1,1,85.71428571,21,12286,1025,152,0.744680851,1,1,90.90909091,710137,2,1,1,19.8909216355184
"182",1,1,63.63636364,22,10825,171,154,0.85106383,1,1,90.90909091,3142110,4,1,1,19.8881837247633
"183",1,1,66.66666667,9,11350,684,25,0.212765957,4,1,63.63636364,1676344,4,1,1,19.8881837247633
"184",2,1,62.5,16,10076,1851,28,0.255319149,1,2,90.90909091,745063,4,1,1,19.8909216355184
"185",1,1,61.29032258,31,9507,10,1951,1,1,1,90.90909091,67939232,4,1,1,19.8909216355184
"186",2,0,37.5,24,9554,42,334,0.893617021,1,2,90.90909091,29562314,7,1,0,19.8909216355184
"187",2,0,15.38461538,26,12133,56060,0,0,2,2,81.81818182,3071,9,1,0,19.8881837247633
"188",2,1,66.66666667,18,10314,1213,96,0.404255319,2,2,81.81818182,836293,4,1,1,19.8881837247633
"189",5,0,14.28571429,28,16414,830,4,0.085106383,2,5,81.81818182,54054,9,1,0,19.8909216355184
"190",2,0,27.27272727,22,12367,904,66,0.638297872,2,2,81.81818182,1645165,8,1,0,19.8881837247633
"191",1,1,61.53846154,26,9576,175,107,0.765957447,1,1,90.90909091,4883585,4,1,1,19.8909216355184
"192",4,1,20,30,12404,8243,74,0.595744681,2,4,81.81818182,11691,8,1,1,19.8881837247633
"193",2,1,44.44444444,9,15277,1915,20,0.085106383,6,2,45.45454545,107457,6,0,0,19.8881837247633
"194",2,1,44.44444444,9,15277,1915,20,0.085106383,6,2,45.45454545,107457,6,0,0,19.8881837247633
"195",1,1,0,2,17397,2950,2,0.021276596,5,1,54.54545455,91101,10,1,1,19.8881837247633
"196",2,1,66.66666667,6,16799,1521,5,0.085106383,9,2,18.18181818,762200,4,0,0,19.8881837247633
"197",2,1,31.03448276,29,12762,251,56,0.361702128,2,2,81.81818182,1326852,7,1,1,19.8881837247633
"198",1,1,50,18,9967,84,99,0.744680851,1,1,90.90909091,5674025,5,1,1,19.8881837247633
"199",2,1,41.17647059,17,10053,6504,195,0.574468085,1,2,90.90909091,645604,6,1,1,19.8881837247633
"200",3,1,17.64705882,17,18027,5339,0,0,2,3,81.81818182,60881,9,1,1,19.8881837247633
"201",2,1,66.66666667,9,13736,704,10,0.191489362,6,2,45.45454545,713939,4,0,0,19.8881837247633
"202",1,1,75,8,9702,2756,87,0.021276596,3,1,72.72727273,297249,3,1,1,19.8881837247633
"203",1,1,27.77777778,18,10672,3299,90,0.361702128,2,1,81.81818182,272811,8,1,1,19.8881837247633
"204",1,1,41.66666667,24,12294,86,91,0.744680851,1,1,90.90909091,4440184,6,1,1,19.8909216355184
"205",2,1,0,1,14955,33215,7,0.106382979,8,2,27.27272727,8679,10,0,0,19.8881837247633
"206",2,1,0,1,14955,33215,7,0.106382979,8,2,27.27272727,8679,10,0,0,19.8881837247633
"207",1,1,68,25,10145,1790,90,0.340425532,1,1,90.90909091,495475,4,1,1,19.8881837247633
"208",2,1,33.33333333,21,12275,431,178,0.765957447,1,2,90.90909091,1621717,7,1,1,19.8881837247633
"209",2,1,33.33333333,21,12275,431,178,0.765957447,1,2,90.90909091,1621717,7,1,1,19.8881837247633
"210",2,1,33.33333333,6,14555,993,8,0.127659574,7,2,36.36363636,399562,7,0,0,19.8881837247633
"211",1,1,28.57142857,7,9649,452,15,0.234042553,5,1,54.54545455,2652884,8,1,1,19.8881837247633
"212",2,1,20,5,16244,450,1,0.021276596,10,2,9.090909091,1522796,8,0,0,19.8881837247633
"213",1,1,0,1,11156,2629,22,0.170212766,4,1,63.63636364,487361,10,1,1,19.8881837247633
"214",2,1,0,2,17271,9104,3,0.063829787,5,2,54.54545455,167533,10,1,1,19.8881837247633
"215",1,1,35,20,10205,1082,64,0.638297872,2,1,81.81818182,1139792,7,1,1,19.8881837247633
"216",2,1,36.36363636,22,12346,3117,61,0.659574468,2,2,81.81818182,311228,7,1,1,19.8881837247633
"217",1,1,56.66666667,30,12265,3591,254,0.787234043,1,1,90.90909091,441284,5,1,1,19.8881837247633
"218",1,0,71.42857143,7,13219,1749,19,0.255319149,4,1,63.63636364,804914,3,1,0,19.8881837247633
"219",2,1,5.882352941,17,17414,365,1,0.063829787,1,2,90.90909091,80659,10,1,1,19.8881837247633
"220",2,1,42.85714286,7,16484,925,0,0,8,2,27.27272727,148845,6,0,0,19.8881837247633
"221",2,1,42.85714286,7,16484,925,0,0,8,2,27.27272727,148845,6,0,0,19.8881837247633
"222",2,1,83.33333333,24,12513,1882,57,0.510638298,2,2,81.81818182,367009,2,1,1,19.8881837247633
"223",2,0,40.90909091,22,12314,640,109,0.680851064,1,2,90.90909091,734624,6,1,0,19.8881837247633
"224",2,1,66.66666667,18,12239,309,181,0.829787234,1,2,90.90909091,1638107,4,1,1,19.8881837247633
"225",3,0,32.35294118,34,17867,6366,12,0.170212766,2,3,45.45454545,57747,7,0,1,19.8881837247633
"226",3,0,32.35294118,34,13884,11383,12,0.170212766,6,3,45.45454545,57747,7,0,1,19.8881837247633
"227",1,1,92.30769231,13,11790,1430,32,0.29787234,1,1,90.90909091,1009776,1,1,1,19.8881837247633
"228",2,1,60,5,11430,4710,2,0.042553191,10,2,9.090909091,347592,4,0,0,19.8881837247633
"229",1,1,29.41176471,17,12484,8294,53,0.531914894,2,1,81.81818182,30011,8,1,1,19.8881837247633
"230",2,1,75,4,10496,3965,32,0.085106383,5,2,54.54545455,266347,3,1,1,19.8881837247633
"231",1,1,85.71428571,7,13069,237,31,0.276595745,3,1,72.72727273,1736983,2,1,1,19.8881837247633
"232",1,1,28.57142857,7,17564,3459,2,0.042553191,5,1,54.54545455,116614,8,1,1,19.8881837247633
"233",3,1,0,7,17966,5013,3,0.021276596,7,3,36.36363636,53808,10,0,0,19.8881837247633
"234",3,1,0,7,17966,5013,3,0.021276596,7,3,36.36363636,53808,10,0,0,19.8881837247633
"235",2,1,0,2,13677,2904,13,0.191489362,5,2,54.54545455,310387,10,1,1,19.8881837247633
"236",1,0,30.76923077,26,10197,4150,80,0.276595745,2,1,81.81818182,171977,7,1,0,19.8909216355184
"237",3,1,16.66666667,24,17827,740,3,0.063829787,1,3,90.90909091,84625,9,1,1,19.8881837247633
"238",1,1,56.25,16,17153,2322,0,0,1,1,90.90909091,175427,5,1,1,19.8881837247633
"239",2,1,58.62068966,29,12316,476,101,0.680851064,1,2,90.90909091,1976725,5,1,1,19.8881837247633
"240",2,0,50,6,17953,4927,2,0.042553191,8,2,27.27272727,53316,5,0,1,19.8881837247633
"241",2,0,0,8,16207,367,3,0.063829787,4,2,63.63636364,161677,10,1,0,19.8881837247633
"242",2,0,0,8,16504,367,3,0.063829787,4,2,63.63636364,161677,10,1,0,19.8881837247633
"243",2,1,0,8,16207,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"244",2,1,0,8,16504,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"245",2,1,0,8,16207,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"246",2,1,0,8,16504,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"247",2,1,0,8,16207,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"248",2,1,0,8,16504,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"249",2,1,0,8,16207,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"250",2,1,0,8,16504,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"251",2,1,0,8,16207,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"252",2,1,0,8,16504,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"253",2,0,0,8,16207,367,3,0.063829787,4,2,63.63636364,161677,10,1,0,19.8881837247633
"254",2,0,0,8,16504,367,3,0.063829787,4,2,63.63636364,161677,10,1,0,19.8881837247633
"255",2,1,0,8,16207,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"256",2,1,0,8,16504,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
"257",2,1,0,8,16207,367,3,0.063829787,4,2,63.63636364,161677,10,1,1,19.8881837247633
